model_id	author	last_modified	downloads	likes	tags	model_type	library_name	pipeline_tag	description	Hugging Face Link	Study Name	Abbreviation	Search Term
periscopehf/capstone-email-classifier			43	0	transformers, pytorch, t5, text2text-generation, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/periscopehf/capstone-email-classifier	The Caerphilly Prospective Study	CaPS	"""CaPS"""
tensorblock/3days-tagged-noreps-caps-GGUF			42	0	transformers, gguf, TensorBlock, GGUF, endpoints_compatible, region:us		transformers			https://huggingface.co/tensorblock/3days-tagged-noreps-caps-GGUF	The Caerphilly Prospective Study	CaPS	"""CaPS"""
magica1/saxa3-capstone			41	0	bertopic, text-classification, region:us		bertopic	text-classification		https://huggingface.co/magica1/saxa3-capstone	The Caerphilly Prospective Study	CaPS	"""CaPS"""
CAPsMANyo/DeepSeekR1-Qwen2.5-Coder-32B-Preview-AWQ			41	1	safetensors, qwen2, awq, autoawq, base_model:FuseAI/FuseO1-DeepSeekR1-Qwen2.5-Coder-32B-Preview, base_model:quantized:FuseAI/FuseO1-DeepSeekR1-Qwen2.5-Coder-32B-Preview, 4-bit, region:us					https://huggingface.co/CAPsMANyo/DeepSeekR1-Qwen2.5-Coder-32B-Preview-AWQ	The Caerphilly Prospective Study	CaPS	"""CaPS"""
rajevan123/STS-Lora-Fine-Tuning-Capstone-roberta-base-filtered-137-with-higher-r-mid			40	0	peft, tensorboard, safetensors, generated_from_trainer, base_model:FacebookAI/roberta-base, base_model:adapter:FacebookAI/roberta-base, license:mit, region:us		peft			https://huggingface.co/rajevan123/STS-Lora-Fine-Tuning-Capstone-roberta-base-filtered-137-with-higher-r-mid	The Caerphilly Prospective Study	CaPS	"""CaPS"""
HyoungGeun/TAPAS_Capstone			40	0	transformers, pytorch, tapas, table-question-answering, endpoints_compatible, region:us		transformers	table-question-answering		https://huggingface.co/HyoungGeun/TAPAS_Capstone	The Caerphilly Prospective Study	CaPS	"""CaPS"""
caps1994/DialoGPT-small-harrypotter-caps1994			38	0	transformers, pytorch, gpt2, text-generation, conversational, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/caps1994/DialoGPT-small-harrypotter-caps1994	The Caerphilly Prospective Study	CaPS	"""CaPS"""
gArthur98/Capstone_RoBerta			38	0	transformers, pytorch, roberta, text-classification, generated_from_trainer, base_model:FacebookAI/roberta-base, base_model:finetune:FacebookAI/roberta-base, license:mit, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/gArthur98/Capstone_RoBerta	The Caerphilly Prospective Study	CaPS	"""CaPS"""
giliit/capstone_v2			38	0	transformers, safetensors, bart, text2text-generation, arxiv:1910.09700, autotrain_compatible, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/giliit/capstone_v2	The Caerphilly Prospective Study	CaPS	"""CaPS"""
rajevan123/STS-Lora-Fine-Tuning-Capstone-Deberta-old-model-pipe-test_augmentation			37	0	peft, tensorboard, safetensors, generated_from_trainer, base_model:microsoft/deberta-v3-xsmall, base_model:adapter:microsoft/deberta-v3-xsmall, license:mit, region:us		peft			https://huggingface.co/rajevan123/STS-Lora-Fine-Tuning-Capstone-Deberta-old-model-pipe-test_augmentation	The Caerphilly Prospective Study	CaPS	"""CaPS"""
ninaadjoshi/capstone_hal_model			35	0	transformers, pytorch, distilbert, token-classification, autotrain_compatible, endpoints_compatible, region:us		transformers	token-classification		https://huggingface.co/ninaadjoshi/capstone_hal_model	The Caerphilly Prospective Study	CaPS	"""CaPS"""
Fraol/CAPS-wo-sm			34	0	transformers, pytorch, t5, text2text-generation, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/Fraol/CAPS-wo-sm	The Caerphilly Prospective Study	CaPS	"""CaPS"""
Kdogs/Capstone_IT_BERT			33	0	transformers, pytorch, tensorboard, bert, question-answering, endpoints_compatible, region:us		transformers	question-answering		https://huggingface.co/Kdogs/Capstone_IT_BERT	The Caerphilly Prospective Study	CaPS	"""CaPS"""
dgunzy/capstone-t5-flan-summerizer			33	0	transformers, pytorch, t5, text2text-generation, dataset:billsum, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/dgunzy/capstone-t5-flan-summerizer	The Caerphilly Prospective Study	CaPS	"""CaPS"""
truongcongminh/CAPSTONE_2			30	0	safetensors, roberta, region:us					https://huggingface.co/truongcongminh/CAPSTONE_2	The Caerphilly Prospective Study	CaPS	"""CaPS"""
rajevan123/STS-Lora-Fine-Tuning-Capstone-bert-testing-42-with-lower-r-mid			29	0	peft, tensorboard, safetensors, generated_from_trainer, base_model:dslim/bert-base-NER, base_model:adapter:dslim/bert-base-NER, license:mit, region:us		peft			https://huggingface.co/rajevan123/STS-Lora-Fine-Tuning-Capstone-bert-testing-42-with-lower-r-mid	The Caerphilly Prospective Study	CaPS	"""CaPS"""
Hayleyy2024/capstone_t5			29	0	transformers, safetensors, t5, text2text-generation, arxiv:1910.09700, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/Hayleyy2024/capstone_t5	The Caerphilly Prospective Study	CaPS	"""CaPS"""
Alvino08/Capstone-Model			29	0	safetensors, t5, license:mit, region:us					https://huggingface.co/Alvino08/Capstone-Model	The Caerphilly Prospective Study	CaPS	"""CaPS"""
studiolike/caps			28	0	tf-keras, ocr, computer vision, object detection, image-to-text, license:cc0-1.0, region:us		tf-keras	image-to-text		https://huggingface.co/studiolike/caps	The Caerphilly Prospective Study	CaPS	"""CaPS"""
Capstone-lpx/custom-mybertclassifier			26	0	transformers, pytorch, my_bert_classifier, feature-extraction, custom_code, region:us		transformers	feature-extraction		https://huggingface.co/Capstone-lpx/custom-mybertclassifier	The Caerphilly Prospective Study	CaPS	"""CaPS"""
pranay0318/100x-female-capstone-viraj			26	0	diffusers, text-to-image, flux, lora, template:sd-lora, ai-toolkit, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:other, region:us		diffusers	text-to-image		https://huggingface.co/pranay0318/100x-female-capstone-viraj	The Caerphilly Prospective Study	CaPS	"""CaPS"""
honghungle/Kobart_capstone			25	0	transformers, pytorch, bart, text2text-generation, autotrain_compatible, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/honghungle/Kobart_capstone	The Caerphilly Prospective Study	CaPS	"""CaPS"""
HerbertAIHug/NLP_Capstone			25	0	transformers, pytorch, bert, text-classification, generated_from_trainer, base_model:huawei-noah/TinyBERT_General_4L_312D, base_model:finetune:huawei-noah/TinyBERT_General_4L_312D, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/HerbertAIHug/NLP_Capstone	The Caerphilly Prospective Study	CaPS	"""CaPS"""
Shruthi-S/capstone-bert-qa			25	0	transformers, tf, bert, question-answering, generated_from_keras_callback, base_model:google-bert/bert-base-cased, base_model:finetune:google-bert/bert-base-cased, license:apache-2.0, endpoints_compatible, region:us		transformers	question-answering		https://huggingface.co/Shruthi-S/capstone-bert-qa	The Caerphilly Prospective Study	CaPS	"""CaPS"""
ToriiKit/Capstone_Project			25	0	transformers, pytorch, llama, text-generation, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/ToriiKit/Capstone_Project	The Caerphilly Prospective Study	CaPS	"""CaPS"""
Shashanksp08/shashank_final_capstone			24	0	diffusers, safetensors, image-to-3d, arxiv:2402.05054, license:mit, diffusers:LGMFullPipeline, region:us		diffusers	image-to-3d		https://huggingface.co/Shashanksp08/shashank_final_capstone	The Caerphilly Prospective Study	CaPS	"""CaPS"""
rajevan123/STS-Lora-Fine-Tuning-Capstone-Deberta-old-model-pipe			23	0	peft, tensorboard, safetensors, generated_from_trainer, base_model:microsoft/deberta-v3-xsmall, base_model:adapter:microsoft/deberta-v3-xsmall, license:mit, region:us		peft			https://huggingface.co/rajevan123/STS-Lora-Fine-Tuning-Capstone-Deberta-old-model-pipe	The Caerphilly Prospective Study	CaPS	"""CaPS"""
akiranmayi/capstone-test-model-1			23	0	safetensors, bert, region:us					https://huggingface.co/akiranmayi/capstone-test-model-1	The Caerphilly Prospective Study	CaPS	"""CaPS"""
CAPsMANyo/CoderO1-DeepSeekR1-Coder-32B-Preview-Q4-mlx			23	1	transformers, safetensors, qwen2, text-generation, mergekit, merge, mlx, mlx-my-repo, conversational, base_model:RDson/CoderO1-DeepSeekR1-Coder-32B-Preview, base_model:quantized:RDson/CoderO1-DeepSeekR1-Coder-32B-Preview, autotrain_compatible, text-generation-inference, endpoints_compatible, 4-bit, region:us		transformers	text-generation		https://huggingface.co/CAPsMANyo/CoderO1-DeepSeekR1-Coder-32B-Preview-Q4-mlx	The Caerphilly Prospective Study	CaPS	"""CaPS"""
Junbr0/capstone			22	0	transformers, safetensors, roberta, text-classification, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/Junbr0/capstone	The Caerphilly Prospective Study	CaPS	"""CaPS"""
rogernancada/Capstone_Deblurring_WGAN			22	0	keras, region:us		keras			https://huggingface.co/rogernancada/Capstone_Deblurring_WGAN	The Caerphilly Prospective Study	CaPS	"""CaPS"""
caps1994/DialoGPT-small-chrisbot-caps1994			21	0	transformers, pytorch, gpt2, text-generation, conversational, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/caps1994/DialoGPT-small-chrisbot-caps1994	The Caerphilly Prospective Study	CaPS	"""CaPS"""
sharanya02/capstone-t5-questions-generation			21	0	transformers, pytorch, tensorboard, t5, text2text-generation, generated_from_trainer, dataset:squad_modified_for_t5_qg, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/sharanya02/capstone-t5-questions-generation	The Caerphilly Prospective Study	CaPS	"""CaPS"""
caps1994/DialoGPT-small-chrisbot			20	0	transformers, pytorch, gpt2, text-generation, conversational, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/caps1994/DialoGPT-small-chrisbot	The Caerphilly Prospective Study	CaPS	"""CaPS"""
gyesibiney/Roberta-movie-review-capstone_2			19	0	transformers, pytorch, roberta, text-classification, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/gyesibiney/Roberta-movie-review-capstone_2	The Caerphilly Prospective Study	CaPS	"""CaPS"""
MehdiHosseiniMoghadam/AVA-Llama-3-V2			1610	16	transformers, safetensors, llama, text-generation, conversational, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/MehdiHosseiniMoghadam/AVA-Llama-3-V2	Moorfields Eye Hospital Dementia Dataset	MEHD	"""MEHD"""
mehdi533/chronos-t5-base-wind1h-fitted			198	0	transformers, safetensors, t5, text2text-generation, arxiv:1910.09700, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/mehdi533/chronos-t5-base-wind1h-fitted	Moorfields Eye Hospital Dementia Dataset	MEHD	"""MEHD"""
MehdiHosseiniMoghadam/AVA-Llama3.2-1B			177	0	transformers, pytorch, gguf, llama, text-generation-inference, unsloth, trl, sft, en, base_model:unsloth/Llama-3.2-1B-Instruct-bnb-4bit, base_model:quantized:unsloth/Llama-3.2-1B-Instruct-bnb-4bit, license:apache-2.0, endpoints_compatible, region:us, conversational		transformers			https://huggingface.co/MehdiHosseiniMoghadam/AVA-Llama3.2-1B	Moorfields Eye Hospital Dementia Dataset	MEHD	"""MEHD"""
Mehdi-Zogh/MNLP_M3_dpo_model			111	0	transformers, safetensors, qwen3, text-generation, question-answering, en, dataset:Mehdi-Zogh/MNLP_M3_dpo_dataset, base_model:Qwen/Qwen3-0.6B-Base, base_model:finetune:Qwen/Qwen3-0.6B-Base, license:apache-2.0, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	question-answering		https://huggingface.co/Mehdi-Zogh/MNLP_M3_dpo_model	Moorfields Eye Hospital Dementia Dataset	MEHD	"""MEHD"""
mehdi533/chronos-t5-base-wind1h			85	0	transformers, safetensors, t5, text2text-generation, arxiv:1910.09700, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/mehdi533/chronos-t5-base-wind1h	Moorfields Eye Hospital Dementia Dataset	MEHD	"""MEHD"""
mehdidn/finetuned_translation_fa_en			82	0	transformers, pytorch, tensorboard, mt5, text2text-generation, generated_from_trainer, license:cc-by-nc-sa-4.0, autotrain_compatible, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/mehdidn/finetuned_translation_fa_en	Moorfields Eye Hospital Dementia Dataset	MEHD	"""MEHD"""
Mehdi009/Antisemitism_Harassment_Detection			77	0	transformers, safetensors, bert, text-classification, generated_from_trainer, base_model:google-bert/bert-base-uncased, base_model:finetune:google-bert/bert-base-uncased, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/Mehdi009/Antisemitism_Harassment_Detection	Moorfields Eye Hospital Dementia Dataset	MEHD	"""MEHD"""
mehdirafiei/GEMMA7B16LNP			74	0	transformers, safetensors, mistral, text-generation, arxiv:1910.09700, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/mehdirafiei/GEMMA7B16LNP	Moorfields Eye Hospital Dementia Dataset	MEHD	"""MEHD"""
Mehdi01/layoutlm-funsd-tf			73	0	transformers, tf, layoutlm, token-classification, generated_from_keras_callback, base_model:philschmid/layoutlm-funsd-tf, base_model:finetune:philschmid/layoutlm-funsd-tf, autotrain_compatible, endpoints_compatible, region:us		transformers	token-classification		https://huggingface.co/Mehdi01/layoutlm-funsd-tf	Moorfields Eye Hospital Dementia Dataset	MEHD	"""MEHD"""
MehdiAslam/speecht5_Mehdi_Final_Model_2nd			72	0	transformers, tensorboard, safetensors, speecht5, text-to-audio, generated_from_trainer, base_model:MehdiAslam/speecht5_Mehdi_Final_Model, base_model:finetune:MehdiAslam/speecht5_Mehdi_Final_Model, license:mit, endpoints_compatible, region:us		transformers	text-to-audio		https://huggingface.co/MehdiAslam/speecht5_Mehdi_Final_Model_2nd	Moorfields Eye Hospital Dementia Dataset	MEHD	"""MEHD"""
MehdiHosseiniMoghadam/AVA-Llama3.2-3B			71	1	transformers, safetensors, gguf, llama, text-generation-inference, unsloth, trl, sft, en, base_model:unsloth/Llama-3.2-3B-Instruct-bnb-4bit, base_model:quantized:unsloth/Llama-3.2-3B-Instruct-bnb-4bit, license:apache-2.0, endpoints_compatible, region:us, conversational		transformers			https://huggingface.co/MehdiHosseiniMoghadam/AVA-Llama3.2-3B	Moorfields Eye Hospital Dementia Dataset	MEHD	"""MEHD"""
MehdiHosseiniMoghadam/wav2vec2-large-xlsr-53-Czech			67	0	transformers, pytorch, jax, wav2vec2, automatic-speech-recognition, audio, speech, xlsr-fine-tuning-week, cs, dataset:common_voice, license:apache-2.0, model-index, endpoints_compatible, region:us		transformers	automatic-speech-recognition		https://huggingface.co/MehdiHosseiniMoghadam/wav2vec2-large-xlsr-53-Czech	Moorfields Eye Hospital Dementia Dataset	MEHD	"""MEHD"""
mehdisebai/text-to-rule_Mistral			66	0	peft, safetensors, arxiv:1910.09700, base_model:mistralai/Mistral-7B-Instruct-v0.2, base_model:adapter:mistralai/Mistral-7B-Instruct-v0.2, region:us		peft			https://huggingface.co/mehdisebai/text-to-rule_Mistral	Moorfields Eye Hospital Dementia Dataset	MEHD	"""MEHD"""
MehdiHosseiniMoghadam/AVA-Mistral-7B-V2			55	3	transformers, safetensors, mistral, text-generation, conversational, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/MehdiHosseiniMoghadam/AVA-Mistral-7B-V2	Moorfields Eye Hospital Dementia Dataset	MEHD	"""MEHD"""
Mehd212/test			54	0	pytorch, bert, region:us					https://huggingface.co/Mehd212/test	Moorfields Eye Hospital Dementia Dataset	MEHD	"""MEHD"""
